country,sector,year,project_count,project_value_eur_millions
Ireland,Telcos,2009,1,100.0
Ireland,Telcos,2010,0,0.0
Ireland,Telcos,2011,0,0.0
Ireland,Telcos,2012,0,0.0
Ireland,Telcos,2013,0,0.0
Ireland,Telcos,2014,0,0.0
Ireland,Telcos,2015,0,0.0
Ireland,Telcos,2016,0,0.0
Ireland,Telcos,2017,0,0.0
Ireland,Telcos,2018,0,0.0
Ireland,Telcos,2019,0,0.0
Ireland,Telcos,2020,0,0.0
Ireland,Telcos,2021,0,0.0
Ireland,Transport,1990,0,0.0
Ireland,Transport,1991,0,0.0
Ireland,Transport,1992,0,0.0
Ireland,Transport,1993,0,0.0
Ireland,Transport,1994,0,0.0
Ireland,Transport,1995,0,0.0
Ireland,Transport,1996,0,0.0
Ireland,Transport,1997,0,0.0
Ireland,Transport,1998,0,0.0
Ireland,Transport,1999,0,0.0
Ireland,Transport,2000,0,0.0
Ireland,Transport,2001,0,0.0
Ireland,Transport,2002,0,0.0
Ireland,Transport,2003,1,412.0
Ireland,Transport,2004,2,279.0
Ireland,Transport,2005,0,0.0
Ireland,Transport,2006,2,497.0
Ireland,Transport,2007,4,1884.0
Ireland,Transport,2008,0,0.0
Ireland,Transport,2009,1,70.0
Ireland,Transport,2010,0,0.0
Ireland,Transport,2011,0,0.0
Ireland,Transport,2012,0,0.0
Ireland,Transport,2013,1,165.0
Ireland,Transport,2014,1,334.0
Ireland,Transport,2015,1,275.0
Ireland,Transport,2016,1,162.0
Ireland,Transport,2017,0,0.0
Ireland,Transport,2018,1,24.0
Ireland,Transport,2019,0,0.0
Ireland,Transport,2020,0,0.0
Ireland,Transport,2021,0,0.0
Israel,Defence,1990,0,0.0
Israel,Defence,1991,0,0.0
Israel,Defence,1992,0,0.0
Israel,Defence,1993,0,0.0
Israel,Defence,1994,0,0.0
Israel,Defence,1995,0,0.0
Israel,Defence,1996,0,0.0
Israel,Defence,1997,0,0.0
Israel,Defence,1998,0,0.0
Israel,Defence,1999,0,0.0
Israel,Defence,2000,0,0.0
Israel,Defence,2001,0,0.0
Israel,Defence,2002,0,0.0
Israel,Defence,2003,0,0.0
Israel,Defence,2004,0,0.0
Israel,Defence,2005,0,0.0
Israel,Defence,2006,0,0.0
Israel,Defence,2007,0,0.0
Israel,Defence,2008,0,0.0
Israel,Defence,2009,0,0.0
Israel,Defence,2010,0,0.0
Israel,Defence,2011,0,0.0
Israel,Defence,2012,0,0.0
Israel,Defence,2013,0,0.0
Israel,Defence,2014,0,0.0
Israel,Defence,2015,0,0.0
Israel,Defence,2016,0,0.0
Israel,Defence,2017,0,0.0
Israel,Defence,2018,0,0.0
Israel,Defence,2019,0,0.0
Israel,Defence,2020,0,0.0
Israel,Defence,2021,0,0.0
Israel,Education,1990,0,0.0
Israel,Education,1991,0,0.0
Israel,Education,1992,0,0.0
Israel,Education,1993,0,0.0
Israel,Education,1994,0,0.0
Israel,Education,1995,0,0.0
Israel,Education,1996,0,0.0
Israel,Education,1997,0,0.0
Israel,Education,1998,0,0.0
Israel,Education,1999,0,0.0
Israel,Education,2000,0,0.0
Israel,Education,2001,0,0.0
Israel,Education,2002,0,0.0
Israel,Education,2003,0,0.0
Israel,Education,2004,0,0.0
Israel,Education,2005,0,0.0
Israel,Education,2006,0,0.0
Israel,Education,2007,0,0.0
Israel,Education,2008,0,0.0
Israel,Education,2009,0,0.0
Israel,Education,2010,0,0.0
Israel,Education,2011,0,0.0
Israel,Education,2012,0,0.0
Israel,Education,2013,0,0.0
Israel,Education,2014,0,0.0
Israel,Education,2015,0,0.0
Israel,Education,2016,0,0.0
Israel,Education,2017,0,0.0
Israel,Education,2018,0,0.0
Israel,Education,2019,0,0.0
Israel,Education,2020,0,0.0
Israel,Education,2021,0,0.0
Israel,Environment,1990,0,0.0
Israel,Environment,1991,0,0.0
Israel,Environment,1992,0,0.0
Israel,Environment,1993,0,0.0
Israel,Environment,1994,0,0.0
Israel,Environment,1995,0,0.0
Israel,Environment,1996,0,0.0
Israel,Environment,1997,0,0.0
Israel,Environment,1998,0,0.0
Israel,Environment,1999,0,0.0
Israel,Environment,2000,0,0.0
Israel,Environment,2001,0,0.0
Israel,Environment,2002,0,0.0
Israel,Environment,2003,0,0.0
Israel,Environment,2004,0,0.0
Israel,Environment,2005,0,0.0
Israel,Environment,2006,0,0.0
Israel,Environment,2007,0,0.0
Israel,Environment,2008,0,0.0
Israel,Environment,2009,0,0.0
Israel,Environment,2010,0,0.0
Israel,Environment,2011,0,0.0
Israel,Environment,2012,0,0.0
Israel,Environment,2013,0,0.0
Israel,Environment,2014,0,0.0
Israel,Environment,2015,0,0.0
Israel,Environment,2016,0,0.0
Israel,Environment,2017,0,0.0
Israel,Environment,2018,0,0.0
Israel,Environment,2019,0,0.0
Israel,Environment,2020,1,587.0
Israel,Environment,2021,0,0.0
Israel,General Public Services,1990,0,0.0
Israel,General Public Services,1991,0,0.0
Israel,General Public Services,1992,0,0.0
Israel,General Public Services,1993,0,0.0
Israel,General Public Services,1994,0,0.0
Israel,General Public Services,1995,0,0.0
Israel,General Public Services,1996,0,0.0
Israel,General Public Services,1997,0,0.0
Israel,General Public Services,1998,0,0.0
Israel,General Public Services,1999,0,0.0
Israel,General Public Services,2000,0,0.0
Israel,General Public Services,2001,0,0.0
Israel,General Public Services,2002,0,0.0
Israel,General Public Services,2003,0,0.0
Israel,General Public Services,2004,0,0.0
Israel,General Public Services,2005,0,0.0
Israel,General Public Services,2006,0,0.0
Israel,General Public Services,2007,0,0.0
Israel,General Public Services,2008,0,0.0
Israel,General Public Services,2009,0,0.0
Israel,General Public Services,2010,0,0.0
Israel,General Public Services,2011,0,0.0
Israel,General Public Services,2012,0,0.0
Israel,General Public Services,2013,0,0.0
Israel,General Public Services,2014,0,0.0
Israel,General Public Services,2015,0,0.0
Israel,General Public Services,2016,0,0.0
Israel,General Public Services,2017,0,0.0
Israel,General Public Services,2018,0,0.0
Israel,General Public Services,2019,0,0.0
Israel,General Public Services,2020,0,0.0
Israel,General Public Services,2021,0,0.0
Israel,Healthcare,1990,0,0.0
Israel,Healthcare,1991,0,0.0
Israel,Healthcare,1992,0,0.0
Israel,Healthcare,1993,0,0.0
Israel,Healthcare,1994,0,0.0
Israel,Healthcare,1995,0,0.0
Israel,Healthcare,1996,0,0.0
Israel,Healthcare,1997,0,0.0
Israel,Healthcare,1998,0,0.0
Israel,Healthcare,1999,0,0.0
Israel,Healthcare,2000,0,0.0
Israel,Healthcare,2001,0,0.0
Israel,Healthcare,2002,0,0.0
Israel,Healthcare,2003,0,0.0
Israel,Healthcare,2004,0,0.0
Israel,Healthcare,2005,0,0.0
Israel,Healthcare,2006,0,0.0
Israel,Healthcare,2007,0,0.0
Israel,Healthcare,2008,0,0.0
Israel,Healthcare,2009,0,0.0
Israel,Healthcare,2010,0,0.0
Israel,Healthcare,2011,0,0.0
Israel,Healthcare,2012,0,0.0
Israel,Healthcare,2013,0,0.0
Israel,Healthcare,2014,0,0.0
Israel,Healthcare,2015,0,0.0
Israel,Healthcare,2016,0,0.0
Israel,Healthcare,2017,0,0.0
Israel,Healthcare,2018,0,0.0
Israel,Healthcare,2019,0,0.0
Israel,Healthcare,2020,0,0.0
Israel,Healthcare,2021,0,0.0
Israel,Housing and Community Services,1990,0,0.0
Israel,Housing and Community Services,1991,0,0.0
Israel,Housing and Community Services,1992,0,0.0
Israel,Housing and Community Services,1993,0,0.0
Israel,Housing and Community Services,1994,0,0.0
Israel,Housing and Community Services,1995,0,0.0
Israel,Housing and Community Services,1996,0,0.0
Israel,Housing and Community Services,1997,0,0.0
Israel,Housing and Community Services,1998,0,0.0
Israel,Housing and Community Services,1999,0,0.0
Israel,Housing and Community Services,2000,0,0.0
Israel,Housing and Community Services,2001,0,0.0
Israel,Housing and Community Services,2002,0,0.0
Israel,Housing and Community Services,2003,0,0.0
Israel,Housing and Community Services,2004,0,0.0
Israel,Housing and Community Services,2005,0,0.0
Israel,Housing and Community Services,2006,0,0.0
Israel,Housing and Community Services,2007,0,0.0
Israel,Housing and Community Services,2008,0,0.0
Israel,Housing and Community Services,2009,0,0.0
Israel,Housing and Community Services,2010,0,0.0
Israel,Housing and Community Services,2011,0,0.0
Israel,Housing and Community Services,2012,0,0.0
Israel,Housing and Community Services,2013,0,0.0
Israel,Housing and Community Services,2014,0,0.0
Israel,Housing and Community Services,2015,0,0.0
Israel,Housing and Community Services,2016,0,0.0
Israel,Housing and Community Services,2017,0,0.0
Israel,Housing and Community Services,2018,0,0.0
Israel,Housing and Community Services,2019,0,0.0
Israel,Housing and Community Services,2020,0,0.0
Israel,Housing and Community Services,2021,0,0.0
Israel,Public Order and Safety,1990,0,0.0
Israel,Public Order and Safety,1991,0,0.0
Israel,Public Order and Safety,1992,0,0.0
Israel,Public Order and Safety,1993,0,0.0
Israel,Public Order and Safety,1994,0,0.0
Israel,Public Order and Safety,1995,0,0.0
Israel,Public Order and Safety,1996,0,0.0
Israel,Public Order and Safety,1997,0,0.0
Israel,Public Order and Safety,1998,0,0.0
Israel,Public Order and Safety,1999,0,0.0
Israel,Public Order and Safety,2000,0,0.0
Israel,Public Order and Safety,2001,0,0.0
Israel,Public Order and Safety,2002,0,0.0
Israel,Public Order and Safety,2003,0,0.0
Israel,Public Order and Safety,2004,0,0.0
Israel,Public Order and Safety,2005,0,0.0
Israel,Public Order and Safety,2006,0,0.0
Israel,Public Order and Safety,2007,0,0.0
Israel,Public Order and Safety,2008,0,0.0
Israel,Public Order and Safety,2009,0,0.0
Israel,Public Order and Safety,2010,0,0.0
Israel,Public Order and Safety,2011,0,0.0
Israel,Public Order and Safety,2012,0,0.0
Israel,Public Order and Safety,2013,0,0.0
Israel,Public Order and Safety,2014,0,0.0
Israel,Public Order and Safety,2015,0,0.0
Israel,Public Order and Safety,2016,0,0.0
Israel,Public Order and Safety,2017,0,0.0
Israel,Public Order and Safety,2018,0,0.0
Israel,Public Order and Safety,2019,0,0.0
Israel,Public Order and Safety,2020,0,0.0
Israel,Public Order and Safety,2021,0,0.0
Israel,RDI,1990,0,0.0
Israel,RDI,1991,0,0.0
Israel,RDI,1992,0,0.0
Israel,RDI,1993,0,0.0
Israel,RDI,1994,0,0.0
Israel,RDI,1995,0,0.0
Israel,RDI,1996,0,0.0
Israel,RDI,1997,0,0.0
Israel,RDI,1998,0,0.0
Israel,RDI,1999,0,0.0
Israel,RDI,2000,0,0.0
Israel,RDI,2001,0,0.0
Israel,RDI,2002,0,0.0
Israel,RDI,2003,0,0.0
Israel,RDI,2004,0,0.0
Israel,RDI,2005,0,0.0
Israel,RDI,2006,0,0.0
Israel,RDI,2007,0,0.0
Israel,RDI,2008,0,0.0
Israel,RDI,2009,0,0.0
Israel,RDI,2010,0,0.0
Israel,RDI,2011,0,0.0
Israel,RDI,2012,0,0.0
Israel,RDI,2013,0,0.0
Israel,RDI,2014,0,0.0
Israel,RDI,2015,0,0.0
Israel,RDI,2016,0,0.0
Israel,RDI,2017,0,0.0
Israel,RDI,2018,0,0.0
Israel,RDI,2019,0,0.0
Israel,RDI,2020,0,0.0
Israel,RDI,2021,0,0.0
Israel,Recreation and Culture,1990,0,0.0
Israel,Recreation and Culture,1991,0,0.0
Israel,Recreation and Culture,1992,0,0.0
Israel,Recreation and Culture,1993,0,0.0
Israel,Recreation and Culture,1994,0,0.0
Israel,Recreation and Culture,1995,0,0.0
Israel,Recreation and Culture,1996,0,0.0
Israel,Recreation and Culture,1997,0,0.0
Israel,Recreation and Culture,1998,0,0.0
Israel,Recreation and Culture,1999,0,0.0
Israel,Recreation and Culture,2000,0,0.0
Israel,Recreation and Culture,2001,0,0.0
Israel,Recreation and Culture,2002,0,0.0
Israel,Recreation and Culture,2003,0,0.0
Israel,Recreation and Culture,2004,0,0.0
Israel,Recreation and Culture,2005,0,0.0
Israel,Recreation and Culture,2006,0,0.0
Israel,Recreation and Culture,2007,0,0.0
Israel,Recreation and Culture,2008,0,0.0
Israel,Recreation and Culture,2009,0,0.0
Israel,Recreation and Culture,2010,0,0.0
Israel,Recreation and Culture,2011,0,0.0
Israel,Recreation and Culture,2012,0,0.0
Israel,Recreation and Culture,2013,0,0.0
Israel,Recreation and Culture,2014,0,0.0
Israel,Recreation and Culture,2015,0,0.0
Israel,Recreation and Culture,2016,0,0.0
Israel,Recreation and Culture,2017,0,0.0
Israel,Recreation and Culture,2018,0,0.0
Israel,Recreation and Culture,2019,0,0.0
Israel,Recreation and Culture,2020,0,0.0
Israel,Recreation and Culture,2021,0,0.0
Israel,Telcos,1990,0,0.0
Israel,Telcos,1991,0,0.0
Israel,Telcos,1992,0,0.0
Israel,Telcos,1993,0,0.0
Israel,Telcos,1994,0,0.0
Israel,Telcos,1995,0,0.0
Israel,Telcos,1996,0,0.0
Israel,Telcos,1997,0,0.0
Israel,Telcos,1998,0,0.0
Israel,Telcos,1999,0,0.0
Israel,Telcos,2000,0,0.0
Israel,Telcos,2001,0,0.0
Israel,Telcos,2002,0,0.0
Israel,Telcos,2003,0,0.0
Israel,Telcos,2004,0,0.0
Israel,Telcos,2005,0,0.0
Israel,Telcos,2006,0,0.0
Israel,Telcos,2007,0,0.0
Israel,Telcos,2008,0,0.0
Israel,Telcos,2009,0,0.0
Israel,Telcos,2010,0,0.0
Israel,Telcos,2011,0,0.0
Israel,Telcos,2012,0,0.0
Israel,Telcos,2013,0,0.0
Israel,Telcos,2014,0,0.0
Israel,Telcos,2015,0,0.0
Israel,Telcos,2016,0,0.0
Israel,Telcos,2017,0,0.0
Israel,Telcos,2018,0,0.0
Israel,Telcos,2019,0,0.0
Israel,Telcos,2020,0,0.0
Israel,Telcos,2021,0,0.0
Israel,Transport,1990,0,0.0
Israel,Transport,1991,0,0.0
Israel,Transport,1992,0,0.0
Israel,Transport,1993,0,0.0
Israel,Transport,1994,0,0.0
Israel,Transport,1995,0,0.0
Israel,Transport,1996,0,0.0
Israel,Transport,1997,0,0.0
Israel,Transport,1998,0,0.0
Israel,Transport,1999,0,0.0
Israel,Transport,2000,0,0.0
Israel,Transport,2001,0,0.0
Israel,Transport,2002,0,0.0
Israel,Transport,2003,0,0.0
Israel,Transport,2004,0,0.0
Israel,Transport,2005,0,0.0
Israel,Transport,2006,0,0.0
Israel,Transport,2007,0,0.0
Israel,Transport,2008,0,0.0
Israel,Transport,2009,0,0.0
Israel,Transport,2010,0,0.0
Israel,Transport,2011,0,0.0
Israel,Transport,2012,0,0.0
Israel,Transport,2013,0,0.0
Israel,Transport,2014,0,0.0
Israel,Transport,2015,0,0.0
Israel,Transport,2016,0,0.0
Israel,Transport,2017,0,0.0
Israel,Transport,2018,0,0.0
Israel,Transport,2019,1,259.0
Israel,Transport,2020,1,800.0
Israel,Transport,2021,0,0.0
Italy,Defence,1990,0,0.0
Italy,Defence,1991,0,0.0
Italy,Defence,1992,0,0.0
Italy,Defence,1993,0,0.0
Italy,Defence,1994,0,0.0
Italy,Defence,1995,0,0.0
Italy,Defence,1996,0,0.0
Italy,Defence,1997,0,0.0
Italy,Defence,1998,0,0.0
Italy,Defence,1999,0,0.0
Italy,Defence,2000,0,0.0
Italy,Defence,2001,0,0.0
Italy,Defence,2002,0,0.0
Italy,Defence,2003,0,0.0
Italy,Defence,2004,0,0.0
Italy,Defence,2005,0,0.0
Italy,Defence,2006,0,0.0
Italy,Defence,2007,0,0.0
Italy,Defence,2008,0,0.0
Italy,Defence,2009,0,0.0
Italy,Defence,2010,0,0.0
Italy,Defence,2011,0,0.0
Italy,Defence,2012,0,0.0
Italy,Defence,2013,0,0.0
Italy,Defence,2014,0,0.0
Italy,Defence,2015,0,0.0
Italy,Defence,2016,0,0.0
Italy,Defence,2017,0,0.0
Italy,Defence,2018,0,0.0
Italy,Defence,2019,0,0.0
Italy,Defence,2020,0,0.0
Italy,Defence,2021,0,0.0
Italy,Education,1990,0,0.0
Italy,Education,1991,0,0.0
Italy,Education,1992,0,0.0
Italy,Education,1993,0,0.0
Italy,Education,1994,0,0.0
Italy,Education,1995,0,0.0
Italy,Education,1996,0,0.0
Italy,Education,1997,0,0.0
Italy,Education,1998,0,0.0
Italy,Education,1999,0,0.0
Italy,Education,2000,0,0.0
Italy,Education,2001,0,0.0
Italy,Education,2002,0,0.0
Italy,Education,2003,0,0.0
Italy,Education,2004,0,0.0
Italy,Education,2005,0,0.0
Italy,Education,2006,0,0.0
Italy,Education,2007,0,0.0
Italy,Education,2008,0,0.0
Italy,Education,2009,0,0.0
Italy,Education,2010,0,0.0
Italy,Education,2011,0,0.0
Italy,Education,2012,0,0.0
Italy,Education,2013,0,0.0
Italy,Education,2014,0,0.0
Italy,Education,2015,0,0.0
Italy,Education,2016,0,0.0
Italy,Education,2017,0,0.0
Italy,Education,2018,0,0.0
Italy,Education,2019,1,234.0
Italy,Education,2020,1,187.0
Italy,Education,2021,0,0.0
Italy,Environment,1990,0,0.0
Italy,Environment,1991,0,0.0
Italy,Environment,1992,0,0.0
Italy,Environment,1993,0,0.0
Italy,Environment,1994,0,0.0
Italy,Environment,1995,0,0.0
Italy,Environment,1996,0,0.0
Italy,Environment,1997,0,0.0
Italy,Environment,1998,0,0.0
Italy,Environment,1999,0,0.0
Italy,Environment,2000,0,0.0
Italy,Environment,2001,0,0.0
Italy,Environment,2002,0,0.0
Italy,Environment,2003,3,813.0
Italy,Environment,2004,1,100.0
Italy,Environment,2005,0,0.0
Italy,Environment,2006,1,255.0
Italy,Environment,2007,1,144.0
Italy,Environment,2008,1,114.0
Italy,Environment,2009,0,0.0
Italy,Environment,2010,0,0.0
Italy,Environment,2011,0,0.0
Italy,Environment,2012,0,0.0
Italy,Environment,2013,0,0.0
Italy,Environment,2014,0,0.0
Italy,Environment,2015,0,0.0
Italy,Environment,2016,0,0.0
Italy,Environment,2017,0,0.0
Italy,Environment,2018,0,0.0
Italy,Environment,2019,1,40.0
Italy,Environment,2020,0,0.0
Italy,Environment,2021,0,0.0
Italy,General Public Services,1990,0,0.0
Italy,General Public Services,1991,0,0.0
Italy,General Public Services,1992,0,0.0
Italy,General Public Services,1993,0,0.0
Italy,General Public Services,1994,0,0.0
Italy,General Public Services,1995,0,0.0
Italy,General Public Services,1996,0,0.0
Italy,General Public Services,1997,0,0.0
Italy,General Public Services,1998,0,0.0
Italy,General Public Services,1999,0,0.0
Italy,General Public Services,2000,0,0.0
Italy,General Public Services,2001,0,0.0
Italy,General Public Services,2002,0,0.0
Italy,General Public Services,2003,0,0.0
Italy,General Public Services,2004,0,0.0
Italy,General Public Services,2005,0,0.0
Italy,General Public Services,2006,0,0.0
Italy,General Public Services,2007,0,0.0
Italy,General Public Services,2008,0,0.0
Italy,General Public Services,2009,0,0.0
Italy,General Public Services,2010,0,0.0
Italy,General Public Services,2011,0,0.0
Italy,General Public Services,2012,0,0.0
Italy,General Public Services,2013,0,0.0
Italy,General Public Services,2014,0,0.0
Italy,General Public Services,2015,0,0.0
Italy,General Public Services,2016,0,0.0
Italy,General Public Services,2017,0,0.0
Italy,General Public Services,2018,0,0.0
Italy,General Public Services,2019,0,0.0
Italy,General Public Services,2020,0,0.0
Italy,General Public Services,2021,0,0.0
Italy,Healthcare,1990,0,0.0
Italy,Healthcare,1991,0,0.0
Italy,Healthcare,1992,0,0.0
Italy,Healthcare,1993,0,0.0
Italy,Healthcare,1994,0,0.0
Italy,Healthcare,1995,0,0.0
Italy,Healthcare,1996,0,0.0
Italy,Healthcare,1997,0,0.0
Italy,Healthcare,1998,0,0.0
Italy,Healthcare,1999,0,0.0
Italy,Healthcare,2000,0,0.0
Italy,Healthcare,2001,0,0.0
Italy,Healthcare,2002,0,0.0
Italy,Healthcare,2003,1,37.0
Italy,Healthcare,2004,0,0.0
Italy,Healthcare,2005,2,368.0
Italy,Healthcare,2006,0,0.0
Italy,Healthcare,2007,4,632.0
Italy,Healthcare,2008,0,0.0
Italy,Healthcare,2009,0,0.0
Italy,Healthcare,2010,1,175.0
Italy,Healthcare,2011,1,165.0
Italy,Healthcare,2012,1,212.0
Italy,Healthcare,2013,2,291.0
Italy,Healthcare,2014,3,92.0
Italy,Healthcare,2015,0,0.0
Italy,Healthcare,2016,1,135.0
Italy,Healthcare,2017,1,267.0
Italy,Healthcare,2018,0,0.0
Italy,Healthcare,2019,0,0.0
Italy,Healthcare,2020,1,272.0
Italy,Healthcare,2021,0,0.0
Italy,Housing and Community Services,1990,0,0.0
Italy,Housing and Community Services,1991,0,0.0
Italy,Housing and Community Services,1992,0,0.0
Italy,Housing and Community Services,1993,0,0.0
Italy,Housing and Community Services,1994,0,0.0
Italy,Housing and Community Services,1995,0,0.0
Italy,Housing and Community Services,1996,0,0.0
Italy,Housing and Community Services,1997,0,0.0
Italy,Housing and Community Services,1998,0,0.0
Italy,Housing and Community Services,1999,0,0.0
Italy,Housing and Community Services,2000,0,0.0
Italy,Housing and Community Services,2001,0,0.0
Italy,Housing and Community Services,2002,0,0.0
Italy,Housing and Community Services,2003,0,0.0
Italy,Housing and Community Services,2004,0,0.0
Italy,Housing and Community Services,2005,0,0.0
Italy,Housing and Community Services,2006,0,0.0
Italy,Housing and Community Services,2007,0,0.0
Italy,Housing and Community Services,2008,0,0.0
Italy,Housing and Community Services,2009,0,0.0
Italy,Housing and Community Services,2010,0,0.0
Italy,Housing and Community Services,2011,0,0.0
Italy,Housing and Community Services,2012,0,0.0
Italy,Housing and Community Services,2013,0,0.0
Italy,Housing and Community Services,2014,0,0.0
Italy,Housing and Community Services,2015,0,0.0
Italy,Housing and Community Services,2016,0,0.0
Italy,Housing and Community Services,2017,0,0.0
Italy,Housing and Community Services,2018,0,0.0
Italy,Housing and Community Services,2019,0,0.0
Italy,Housing and Community Services,2020,0,0.0
Italy,Housing and Community Services,2021,0,0.0
Italy,Public Order and Safety,1990,0,0.0
Italy,Public Order and Safety,1991,0,0.0
Italy,Public Order and Safety,1992,0,0.0
Italy,Public Order and Safety,1993,0,0.0
Italy,Public Order and Safety,1994,0,0.0
Italy,Public Order and Safety,1995,0,0.0
Italy,Public Order and Safety,1996,0,0.0
Italy,Public Order and Safety,1997,0,0.0
Italy,Public Order and Safety,1998,0,0.0
Italy,Public Order and Safety,1999,0,0.0
Italy,Public Order and Safety,2000,0,0.0
Italy,Public Order and Safety,2001,0,0.0
Italy,Public Order and Safety,2002,0,0.0
Italy,Public Order and Safety,2003,0,0.0
Italy,Public Order and Safety,2004,0,0.0
Italy,Public Order and Safety,2005,0,0.0
Italy,Public Order and Safety,2006,0,0.0
Italy,Public Order and Safety,2007,0,0.0
Italy,Public Order and Safety,2008,0,0.0
Italy,Public Order and Safety,2009,0,0.0
Italy,Public Order and Safety,2010,0,0.0
Italy,Public Order and Safety,2011,0,0.0
Italy,Public Order and Safety,2012,0,0.0
Italy,Public Order and Safety,2013,0,0.0
Italy,Public Order and Safety,2014,0,0.0
Italy,Public Order and Safety,2015,0,0.0
Italy,Public Order and Safety,2016,0,0.0
Italy,Public Order and Safety,2017,0,0.0
Italy,Public Order and Safety,2018,0,0.0
Italy,Public Order and Safety,2019,0,0.0
Italy,Public Order and Safety,2020,0,0.0
Italy,Public Order and Safety,2021,0,0.0
Italy,RDI,1990,0,0.0
Italy,RDI,1991,0,0.0
Italy,RDI,1992,0,0.0
Italy,RDI,1993,0,0.0
Italy,RDI,1994,0,0.0
Italy,RDI,1995,0,0.0
Italy,RDI,1996,0,0.0
Italy,RDI,1997,0,0.0
Italy,RDI,1998,0,0.0
Italy,RDI,1999,0,0.0
Italy,RDI,2000,0,0.0
Italy,RDI,2001,0,0.0
Italy,RDI,2002,0,0.0
Italy,RDI,2003,0,0.0
Italy,RDI,2004,0,0.0
Italy,RDI,2005,0,0.0
Italy,RDI,2006,0,0.0
Italy,RDI,2007,0,0.0
Italy,RDI,2008,0,0.0
Italy,RDI,2009,0,0.0
Italy,RDI,2010,0,0.0
Italy,RDI,2011,0,0.0
Italy,RDI,2012,0,0.0
Italy,RDI,2013,0,0.0
Italy,RDI,2014,0,0.0
Italy,RDI,2015,0,0.0
Italy,RDI,2016,0,0.0
Italy,RDI,2017,0,0.0
Italy,RDI,2018,0,0.0
Italy,RDI,2019,0,0.0
Italy,RDI,2020,0,0.0
Italy,RDI,2021,0,0.0
Italy,Recreation and Culture,1990,0,0.0
Italy,Recreation and Culture,1991,0,0.0
Italy,Recreation and Culture,1992,0,0.0
Italy,Recreation and Culture,1993,0,0.0
Italy,Recreation and Culture,1994,0,0.0
Italy,Recreation and Culture,1995,0,0.0
Italy,Recreation and Culture,1996,0,0.0
Italy,Recreation and Culture,1997,0,0.0
Italy,Recreation and Culture,1998,0,0.0
Italy,Recreation and Culture,1999,0,0.0
Italy,Recreation and Culture,2000,0,0.0
Italy,Recreation and Culture,2001,0,0.0
Italy,Recreation and Culture,2002,0,0.0
Italy,Recreation and Culture,2003,0,0.0
Italy,Recreation and Culture,2004,0,0.0
Italy,Recreation and Culture,2005,0,0.0
Italy,Recreation and Culture,2006,0,0.0
Italy,Recreation and Culture,2007,0,0.0
Italy,Recreation and Culture,2008,0,0.0
Italy,Recreation and Culture,2009,0,0.0
Italy,Recreation and Culture,2010,0,0.0
Italy,Recreation and Culture,2011,0,0.0
Italy,Recreation and Culture,2012,0,0.0
Italy,Recreation and Culture,2013,0,0.0
Italy,Recreation and Culture,2014,0,0.0
Italy,Recreation and Culture,2015,0,0.0
Italy,Recreation and Culture,2016,0,0.0
Italy,Recreation and Culture,2017,0,0.0
Italy,Recreation and Culture,2018,0,0.0
Italy,Recreation and Culture,2019,0,0.0
Italy,Recreation and Culture,2020,1,14.0
Italy,Recreation and Culture,2021,0,0.0
Italy,Telcos,1990,0,0.0
Italy,Telcos,1991,0,0.0
Italy,Telcos,1992,0,0.0
Italy,Telcos,1993,0,0.0
Italy,Telcos,1994,0,0.0
Italy,Telcos,1995,0,0.0
Italy,Telcos,1996,0,0.0
Italy,Telcos,1997,0,0.0
Italy,Telcos,1998,0,0.0
Italy,Telcos,1999,0,0.0
Italy,Telcos,2000,0,0.0
Italy,Telcos,2001,0,0.0
Italy,Telcos,2002,0,0.0
Italy,Telcos,2003,0,0.0
Italy,Telcos,2004,0,0.0
Italy,Telcos,2005,0,0.0
Italy,Telcos,2006,0,0.0
Italy,Telcos,2007,0,0.0
Italy,Telcos,2008,0,0.0
Italy,Telcos,2009,0,0.0
Italy,Telcos,2010,0,0.0
Italy,Telcos,2011,0,0.0
Italy,Telcos,2012,0,0.0
Italy,Telcos,2013,0,0.0
Italy,Telcos,2014,0,0.0
Italy,Telcos,2015,0,0.0
Italy,Telcos,2016,0,0.0
Italy,Telcos,2017,0,0.0
Italy,Telcos,2018,0,0.0
Italy,Telcos,2019,0,0.0
Italy,Telcos,2020,0,0.0
Italy,Telcos,2021,0,0.0
Italy,Transport,1990,0,0.0
Italy,Transport,1991,0,0.0
Italy,Transport,1992,0,0.0
Italy,Transport,1993,0,0.0
Italy,Transport,1994,0,0.0
Italy,Transport,1995,0,0.0
Italy,Transport,1996,1,47.0
Italy,Transport,1997,0,0.0
Italy,Transport,1998,0,0.0
Italy,Transport,1999,0,0.0
Italy,Transport,2000,0,0.0
Italy,Transport,2001,1,476.0
Italy,Transport,2002,0,0.0
Italy,Transport,2003,2,107.0
Italy,Transport,2004,0,0.0
Italy,Transport,2005,2,1008.0
Italy,Transport,2006,1,9.0
Italy,Transport,2007,2,1421.0
Italy,Transport,2008,0,0.0
Italy,Transport,2009,1,145.0
Italy,Transport,2010,0,0.0
Italy,Transport,2011,0,0.0
Italy,Transport,2012,0,0.0
Italy,Transport,2013,2,4118.0
Italy,Transport,2014,1,820.0
Italy,Transport,2015,0,0.0
Italy,Transport,2016,1,103.0
Italy,Transport,2017,1,2800.0
Italy,Transport,2018,0,0.0
Italy,Transport,2019,0,0.0
